Date,Time,Test_ID,Experimental,Pressure,dac_bits,mass,slide,time
2025-01-24,21:48:56:527,0,0.0166,7.217278993394687,720.6504021843848,0.424,0.019,306.8031
2025-01-24,21:48:56:730,0,0.0167,7.148576029520974,714.2472859513548,0.424,0.0179,307.0021
2025-01-24,21:48:56:928,0,0.0166,7.068213348761332,706.7574841045562,0.424,0.0167,307.2012
2025-01-24,21:48:57:138,0,0.0166,6.973354683219763,697.9166564760819,0.424,0.0152,307.4105
2025-01-24,21:48:57:328,0,0.0166,6.879476851422358,689.1672425525637,0.424,0.0137,307.6017
2025-01-24,21:48:57:531,0,0.0165,6.776487280931786,679.5686145828424,0.424,0.0121,307.8014
2025-01-24,21:48:57:748,0,0.0165,6.6709099961149505,669.7288116379134,0.424,0.0105,308.0011
2025-01-24,21:48:57:929,0,0.016,6.5646859854519235,659.8287338441193,0.424,0.0088,308.2021
2025-01-24,21:48:58:132,0,0.0149,6.461422316734375,650.2045599196438,0.424,0.0072,308.4025
2025-01-24,21:48:58:326,0,0.0137,6.363893099192326,641.1148368447249,0.424,0.0057,308.6017
2025-01-24,21:48:58:530,0,0.0113,6.273272535570598,632.6690003151798,0.424,0.0043,308.8024
2025-01-24,21:48:58:731,0,0.0093,6.19225303274309,625.117982651656,0.424,0.0031,309.0038
2025-01-24,21:48:58:946,0,0.0083,6.124247438012239,618.7798612227407,0.424,0.002,309.2018
2025-01-24,21:48:59:131,0,0.0074,6.068855146277085,613.6172996330243,0.424,0.0011,309.4022
2025-01-24,21:48:59:328,0,0.0062,6.02867507502071,609.8725169919302,0.424,0.0005,309.6008
2025-01-24,21:48:59:530,0,0.006,6.004010642060021,607.573791839994,0.424,0.0001,309.8005
2025-01-24,21:48:59:731,0,0.0055,5.995733926890475,606.8024019861923,0.424,0.0,310.0015
2025-01-24,21:48:59:934,0,0.0055,6.004364257155771,709.8141680040827,0.424,0.0001,310.2037
2025-01-24,21:49:00:129,1,0.0055,6.029241890691498,712.1750554266232,0.424,0.0005,310.4026
2025-01-24,21:49:00:389,1,0.0055,6.0721147256360375,716.24368746286,0.424,0.0012,310.6112
2025-01-24,21:49:00:530,1,0.0055,6.125493287438577,721.309312977921,0.424,0.002,310.8022
2025-01-24,21:49:00:761,1,0.0055,6.194530278116105,727.8609233932184,0.424,0.0031,311.0023
2025-01-24,21:49:00:928,1,0.0055,6.27466086741847,735.4653163180128,0.424,0.0043,311.2008
