Date,Time,Test_ID,Laser experimental,Pressure,dac_bits,mass,Unity theoretical,time,slide_1,frecuencia,Force
45684,,21.6,0.028820000000000002,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,14.197826000000003,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.05158,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,14.398524000000004,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.05332,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,14.598152000000004,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.053279999999999994,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,14.798234000000003,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.05329999999999999,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,14.998252000000003,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.053279999999999994,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,15.200768,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.0533,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,15.399136000000004,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.0533,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,15.599780000000004,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.0533,16.997589265090916,1654.1753195064734,4.741000000000001,0.0504,15.800426000000005,0.0504,0.25Hz,92.786242
45684,,21.6,0.05158,13.753823265387847,1351.856328334147,4.741000000000001,0.0,15.999152000000004,0.0,0.25Hz,75.07921000000003
45684,,21.6,0.04008,13.753823265387847,1351.856328334147,4.741000000000001,0.0,16.199372000000004,0.0,0.25Hz,75.07921000000003
45684,,21.6,0.021340000000000005,13.753823265387847,1351.856328334147,4.741000000000001,0.0,16.398298,0.0,0.25Hz,75.07921000000003
45684,,21.6,0.00612,13.753823265387847,1351.856328334147,4.741000000000001,0.0,16.598220000000005,0.0,0.25Hz,75.07921000000003
45684,,21.6,0.00272,14.564764765313615,1447.4909765873344,4.741000000000001,0.0,16.801122499999998,0.0,0.25Hz,79.50596800000002
45684,,21.6,0.0070599999999999994,14.564764765313615,1427.4360761272287,4.741000000000001,0.0,16.999717500000003,0.0,0.25Hz,79.50596800000002
45684,,21.6,0.01268,14.564764765313615,1427.4360761272287,4.741000000000001,0.0,17.199855000000003,0.0,0.25Hz,79.50596800000002
45684,,21.6,0.0128,14.564764765313615,1427.4360761272287,4.741000000000001,0.0,17.400697500000003,0.0,0.25Hz,79.50596800000002
45684,,21.6,0.0128,14.564764765313615,1427.4360761272287,4.741000000000001,0.0,17.6006875,0.0,0.25Hz,79.50596800000002
45684,,21.6,0.01278,15.375706265239382,1523.0707243804159,4.741000000000001,0.01575,17.797855000000006,0.01575,0.25Hz,83.93272600000002
45684,,21.6,0.01734,17.80853076501668,1789.9197686798725,4.741000000000001,0.063,17.999182500000003,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.036919999999999994,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,18.198032499999997,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.05288,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,18.3991,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.05358,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,18.598772500000003,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.0536,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,18.800027500000002,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.05356000000000001,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,18.998447500000005,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.0536,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,19.198715,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.0536,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,19.3980625,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.05358,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,19.598982500000005,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.0536,16.997589265090916,1654.1753195064734,4.741000000000001,0.04725,19.800687500000002,0.04725,0.25Hz,92.786242
45684,,21.6,0.052180000000000004,13.753823265387847,1351.856328334147,4.741000000000001,0.0,19.999677500000004,0.0,0.25Hz,75.07921000000003
